,Unnamed: 0,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
6829,6829,300 N Alamo St,American Restaurant and Fast Food Restaurant,Refugio,US,28.308218,-97.274514,Golden Chick,78377,TX,"http://locations.goldenchick.com/tx/refugio/1057,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJmoCxUR1noO2jYNtlLpwEes_gtdZ7wXiHYqqTWO8cRjX98R7On3i5Sqad4ghHYSImUZOjl5wHMwC0p-u-GfeWcr_FHge3hQDPzqiDwm3iQfF6AxCCuBDs644YfsLN-P4kfL6WTHuPvUm2GbFY5V3RwXr5E_N-mChOCROpifby3R1ja3gy9STYman5_MVDjtr-IHLISS602sGyjtnHxEVDTUYnrVBL2PfhhFMmOtOR76Ny5uEtNGFAv9sQ5dl5jZ0faPc9WPy1unN05moMcEHvucEODeBTrgcnkCYW68FbTEzOasd282wyx96kn7Ciut4radoBJNcKru1AlwAW54-hmyst2tQ72gw2WuxW2A3Fc-g&placement=listing_profile&cs_user=unknown&cs_session=bc20bf481eab296b522099ab121741ec5544e461"
6830,6830,101 E Martin Luther King Dr,Fast Food Restaurant,San Marcos,US,29.880405,-97.94061500000001,Golden Chick,78666,TX,"http://locations.goldenchick.com/tx/san-marcos/1039,http://locations.goldenchick.com/tx/san-marcos/1039/"
6831,6831,4525 Gus Thomasson Rd,Fast Food Restaurants,Mesquite,US,32.823895,-96.647264,Golden Chick,75150,TX,"http://locations.goldenchick.com/tx/mesquite/1163,http://goldenchick.com"
6832,6832,3113 NE 2nd St,Fast Food Restaurants,Mineral Wells,US,32.810808,-98.0862,Golden Chick,76067,TX,http://locations.goldenchick.com/tx/mineral-wells/1031
6833,6833,2813 Fort Worth Hwy,Fast Food Restaurants,Weatherford,US,32.757579,-97.711056,Golden Chick,76087,TX,http://locations.goldenchick.com/tx/hudson-oaks/1156
6834,6834,610 Indian Trl,American Restaurant and Fast Food Restaurant,Harker Heights,US,31.077973999999998,-97.655563,Golden Chick,76548,TX,"http://locations.goldenchick.com/tx/harker-heights/1060,http://locations.goldenchick.com/tx/harker-heights/1060/,http://goldenchick.com"
6835,6835,300 N Bell Ave,Fast Food Restaurant,Denton,US,33.216705,-97.127899,Golden Chick,76209,TX,http://goldenchick.com
7021,7021,1200 Mckinney St,Fast Food Restaurants,Houston,US,29.755273,-95.363045,Chick-fil-A,77010,TX,"https://www.chick-fil-a.com/Locations/TX/Houston-Center,http://www.chick-fil-a.com"
7022,7022,1245 William D Tate Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Grapevine,US,32.928141,-97.086134,Chick-fil-A,76051,TX,"http://www.chick-fil-a.com/grapevine,http://chick-fil-a.com/grapevine"
7023,7023,750 Sunland Park Dr,Fast Food Restaurants,El Paso,US,31.816812,-106.543191,Chick-fil-A,79912,TX,"http://www.chick-fil-a.com,http://chick-fil-a.com/sunlandparkmall"
7024,7024,4523 Frankford Rd,"Fried Chicken Joint, Fast Food Restaurant, and American Restaurant",Dallas,US,32.998041,-96.83155,Chick-fil-A,75287,TX,"http://www.chick-fil-a.com/frankfordroad,http://chick-fil-a.com/frankfordroad"
7026,7026,5488 S Padre Island Dr,Fast Food Restaurant,Corpus Christi,US,27.709606,-97.3734,Chick-fil-A,78411,TX,http://www.chick-fil-a.com/LaPalmeramall
7047,7047,1545 Rocky Mountain Ave,Fast Food Restaurants,Loveland,US,40.409858,-105.002321,Chick-fil-A,80538,CO,"http://www.chick-fil-a.com/loveland,http://www.chick-fil-a.com"
7048,7048,3700 E Highlands Ranch Pkwy,Fast Food Restaurant,Littleton,US,39.543774,-104.945425,Chick-fil-A,80126,CO,"http://www.chick-fil-a.com/universityandhighlandsranchpkwy,http://www.chick-fil-a.com/?gclid=COPekPikg5ICFRPHIgodZ39u3g#home,http://www.chick-fil-a.com/highlandsranch"
7050,7050,912 Pleasant Grove Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Roseville,US,38.784109,-121.286194,Chick-fil-A,95678,CA,"http://www.chick-fil-a.com/pleasantgrove,http://www.chick-fil-a.com,http://chick-fil-a.com/pleasantgrove"
7056,7056,3640 Grand Ave,Fast Food Restaurant,Chino Hills,US,34.002371999999994,-117.727824,Chick-fil-A,91709,CA,http://www.chick-fil-a.com/chinohills
7059,7059,4908 S Power Rd,Fast Food Restaurants,Mesa,US,33.335184000000005,-111.68713899999999,Chick-fil-A,85212,AZ,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/gilbertgateway,https://www.chick-fil-a.com/"
7061,7061,6000 W Markham St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Little Rock,US,34.753544,-92.343094,Chick-fil-A,72205,AR,"http://www.chick-fil-a.com/parkplaza,http://chick-fil-a.com/parkplaza"
7063,7063,6810 Rogers Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Fort Smith,US,35.355781,-94.35781899999999,Chick-fil-A,72903,AR,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/rogersavenue,http://chick-fil-a.com/rogersavenue"
7088,7088,996 W Highway 287 Byp,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Waxahachie,US,32.423705,-96.85221700000001,Chick-fil-A,75165,TX,"http://www.chick-fil-a.com/waxahachie,http://chick-fil-a.com/waxahachie"
7089,7089,2525 S Main St,Fast Food Restaurant,Weatherford,US,32.72334,-97.785822,Chick-fil-A,76087,TX,http://www.chick-fil-a.com/weatherford
7090,7090,4310 Franklin Ave,Fast Food Restaurants,Waco,US,31.526307,-97.163584,Chick-fil-A,76710,TX,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/franklinavenue,http://chick-fil-a.com/franklinavenue"
7131,7131,541 Lake Ave,Fast Food Restaurants,Rochester,US,43.174676,-77.630208,Popeyes,14613,NY,http://www.popeyes.com
7275,7275,1592 W 49th St,Fast Food Restaurant,Hialeah,US,25.866516,-80.314634,Pollo Tropical,33012,FL,http://pollotropical.com
7287,7287,13600 Baltimore Ave,Fast Food Restaurants,Laurel,US,39.076246999999995,-76.86823299999999,Chick-fil-A,20707,MD,"http://chick-fil-a.com/laurel,http://chick-fil-a.com"
7288,7288,19945 Century Blvd,Fast Food Restaurant,Germantown,US,39.183474,-77.26263900000001,Chick-fil-A,20874,MD,http://www.chick-fil-a.com/germantowntowncenter
7289,7289,6709 Ritchie Hwy,Fast Food Restaurants,Glen Burnie,US,39.192571,-76.61339100000001,Chick-fil-A,21061,MD,"http://www.chick-fil-a.com/centreatglenburnie,http://chick-fil-a.com/centreatglenburnie"
7290,7290,221 Williams St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Cumberland,US,39.648138,-78.756651,Chick-fil-A,21502,MD,"http://www.chick-fil-a.com/queencitycentre,http://www.chick-fil-a.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttXlRsiY_RRAB1yG5N8wizPjENtmX8O39Y6e7Kj_V7mxP5bUFTMwsByW2B7NkFkO_Q-SMDx1SEJ7tyORnGgam2BTjeNUeTpzVu-umOjENrvMMwWixjoo9h3lHMQ_hCojvPZc9ucAijPuAisOxDMvMhNwsSC5jVY_3PcbKg_OBtUboXE2W-iOdjvMhXdBI7JXjt8_XMPiojJOj6s-uVkqOJI7Rt-rykHsTSAOG8zArMhXFn3KVdPxAQKjGnSNdO1EM2equ0f_Zi-zNRWxW123YuiD6IBsNUgLoq3yFAcmb6EeMRBICLWxiBzeOTmUmnydQjKfQYRq6Sn_316ds9PaZz-qkdJtTXx5Pcwci4DFkjpLw&placement=listing_profile.b&cs_user=unknown&cs_session=35b20f9a477640a2ac511280ab998818c3663a11"
7365,7365,1418 Nixon Dr,Fast Food Restaurants,Mount Laurel,US,39.941878,-74.958529,Chick-fil-A,8054,NJ,"http://www.chick-fil-a.com/eastgatesquare,http://www.chick-fil-a.com"
7366,7366,555 Marketplace Blvd,Fast Food Restaurants,Trenton,US,40.194602,-74.641026,Chick-fil-A,8691,NJ,"http://www.chick-fil-a.com/hamiltonmarketplace,http://www.chick-fil-a.com"
7367,7367,924 Hanes Mall Blvd,Fast Food Restaurant,Winston-Salem,US,36.065069,-80.31248599999999,Chick-fil-A,27103,NC,http://www.chick-fil-a.com/hanesmallboulevard
7368,7368,3500 Oleander Dr,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Wilmington,US,34.217335999999996,-77.907135,Chick-fil-A,28403,NC,http://chick-fil-a.com/independencemall
7375,7375,9731 Callabridge Ct,Fast Food Restaurants,Charlotte,US,35.326722,-80.944874,Chick-fil-A,28216,NC,"http://www.chick-fil-a.com/mountainisland,http://www.chick-fil-a.com,http://chick-fil-a.com/mountainisland"
7376,7376,8648 Jw Clay Blvd,Fast Food Restaurant,Charlotte,US,35.310345,-80.752252,Chick-fil-A,28262,NC,http://www.chick-fil-a.com/universityplace
7377,7377,8433 Davis Lake Pkwy,Fast Food Restaurant,Charlotte,US,35.333949,-80.811203,Chick-fil-A,28269,NC,"http://www.chick-fil-a.com/davislake,http://www.chick-fil-a.com"
7378,7378,6565 Ingram Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",San Antonio,US,29.466348999999997,-98.616849,Chick-fil-A,78238,TX,"http://www.chick-fil-a.com/ingrampark,https://www.chick-fil-a.com/Locations/TX/Ingram-Park-Mall"
7379,7379,18310 Blanco Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place Stone Oak",San Antonio,US,29.610421000000002,-98.50831099999999,Chick-fil-A,78258,TX,"http://www.chick-fil-a.com/blancoroad,http://chick-fil-a.com/blancoroad"
7380,7380,4001 Sunset Dr,"Fast Food Restaurant, American Restaurant, and Sandwich Place",San Angelo,US,31.428489000000003,-100.49591,Chick-fil-A,76904,TX,"http://www.chick-fil-a.com/sunsetmall,http://www.chick-fil-a.com,http://chick-fil-a.com/sunsetmall"
7381,7381,3805 E 42nd St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Odessa,US,31.891381,-102.34380300000001,Chick-fil-A,79762,TX,"http://www.chick-fil-a.com/odessatowncenter,http://www.chick-fil-a.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ4sDlmf6jDea0V-xKDxmsVNg094Ct0UiTd5rNraqesKj-IcXW_sSkUmZtViYAUiGIwR9ghJxmlbvlf0WZXEZBz9MY7EqyaVpST-gTefEfhFLKJ-mRUSOU9gss8xx19uyblCBqjpwIKYp_TO4SbOn2lUGf1Ws08sHOKWEuCYTMsB46SCUdOn-qJEih7BWQ8LnTzho8WsZkRgPpYfGR5AQrd7Q1umV4w6MhGjde_3jMzJtelSe7ylRnmPMXnX9U3_Jhe7R_f_F2dZzehk8xeKzY7aK6ISzDK4SpFttAQM75yufcLjSH46hzMSH7G-6_KG_-49zqRxkwwgUTT5c4mGZs9Tr1kYY-ic1AS05b4YHkTT0&placement=listing_profile&cs_user=unknown&cs_session=d64f3eb7071edc73e635120830fd5e0fb863dc05"
7382,7382,3054 Town East Mall,Fast Food Restaurant,Mesquite,US,32.807268,-96.626141,Chick-fil-A,75150,TX,http://www.chick-fil-a.com/towneastmall
7383,7383,800 N Walnut Creek Dr,Fast Food Restaurants,Mansfield,US,32.574975,-97.133147,Chick-fil-A,76063,TX,http://www.chick-fil-a.com/mansfield
7800,7800,8669 Philadelphia Rd,Fast Food Restaurants,Rosedale,US,39.33551,-76.492509,Popeyes,21237,MD,http://www.popeyes.com
7882,7882,3217 Pineville Matthews Rd,Fast Food Restaurants,Charlotte,US,35.099013,-80.781712,Chick-fil-A,28226,NC,http://www.chick-fil-a.com
7884,7884,201 S Estes Dr,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Chapel Hill,US,35.930634000000005,-79.03756700000001,Chick-fil-A,27514,NC,http://chick-fil-a.com/universityplace-nc
7885,7885,3015 South Blvd,Fast Food Restaurant,Charlotte,US,35.197953999999996,-80.868866,Chick-fil-A,28209,NC,"http://www.chick-fil-a.com/southend,http://chick-fil-a.com/southend"
7886,7886,2082 Blowing Rock Rd,Fast Food Restaurant,Boone,US,36.196591,-81.654404,Chick-fil-A,28607,NC,http://www.chick-fil-a.com/boone
7887,7887,1001 Barnes Crossing Rd,Fast Food Restaurants,Tupelo,US,34.315558,-88.693173,Chick-fil-A,38804,MS,http://chick-fil-a.com/barnescrossing
7901,7901,2001 E Dixon Blvd,Fast Food Restaurants,Shelby,US,35.269061,-81.484525,Chick-fil-A,28152,NC,http://www.chick-fil-a.com
7902,7902,4325 Glenwood Ave,Fast Food Restaurants,Raleigh,US,35.83932,-78.679022,Chick-fil-A,27612,NC,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/crabtreevalleymall"
7903,7903,348 Four Seasons Town Ctr,Fast Food Restaurants,Greensboro,US,36.04037,-79.835225,Chick-fil-A,27407,NC,"http://www.chick-fil-a.com/fourseasonstowncentre,http://www.chick-fil-a.com"
7904,7904,619 N Berkeley Blvd,Fast Food Restaurants,Goldsboro,US,35.375034,-77.944168,Chick-fil-A,27534,NC,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJfft8sKC41k2zlQ1uH8xXF52Kta5QeMRlNeJSNh8k-PSrFYI4oQS-rncgiL7Rex7uGvtmOIhfVi24FwAKB-Q6kr6T8H0jjjdVfjLOnJOSgkEmnqPvvaii-yBG9tWMxJHdvGxR4EIRuYbHB20dJmYB2tGeUkJCE5rpFajHFberCbOUSqtepkOkBFHwBp4vh1zUXtbSsxk_CoHLpPZV_ibzPl0Yc3csXaJBMooBRarmqlae9xhoWB0zq3kI2U_yYAAuW5iOCEYUJ13ceGbi3q_MBC2yf89V5rRUXviCIprxtSsYyNAZBr26b23cdVjby6d_gBk6EbzFeX02DCWxoscVkBXs_93Wa7w3elJ2bTLx_u4qdbBVpUlCzw&placement=listing_profile&cs_user=unknown&cs_session=bce9821d9085e80cc4d76f2753f60576892bee85
7905,7905,3350 E Franklin Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Gastonia,US,35.258340000000004,-81.120423,Chick-fil-A,28056,NC,http://www.chick-fil-a.com/franklinsquare
7906,7906,3429 Hillsborough Rd,Fast Food Restaurants,Durham,US,36.01977,-78.947328,Chick-fil-A,27705,NC,"http://www.chick-fil-a.com/hillsboroughroad,http://www.chick-fil-a.com,http://chick-fil-a.com/hillsboroughroad"
7907,7907,6910 Fayetteville Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Durham,US,35.902321,-78.93948,Chick-fil-A,27713,NC,http://chick-fil-a.com/thestreets
7908,7908,1480 Concord Pkwy N,Fast Food Restaurants,Concord,US,35.440395,-80.604185,Chick-fil-A,28025,NC,"http://chick-fil-a.com/carolinamall,http://www.chick-fil-a.com"
7909,7909,1544 Concord Pkwy N,Fast Food Restaurants,Concord,US,35.441381,-80.60775600000001,Chick-fil-A,28025,NC,http://www.chick-fil-a.com
7989,7989,2304 Maple Ave,Fast Food Restaurants,Burlington,US,36.0672,-79.4275,KFC,27215,NC,"http://kfc.com,http://www.kfc.com"
8004,8004,1164 Jericho Tpke,Fast Food Restaurant,Commack,US,40.846,-73.2661,KFC,11725,NY,"http://www.kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJlu_3Me6FCmkfhdLgCLORGwuJu-Vb8X_fyxXHVAyPlVJt3WLMfICTTn8Mb0BD4j7ZNQ6uIvmhgfpOEmFsZ2lvuR_9PO04QG12Nu3l0UH4mj3nWkawAUICcLiMSkNN1u_8CA3c-FyXhT99bnbmuDLHZzDNOLkDIoPadxb1xS060qvjEDJrJwDJAIgLQiWeFXZoNvDGet5JrWmPj4QxWr1xNAZvxWZA-esF1OCuKbndNw15WjTpOOMo4lIRKjtTqvddcnTwWU8vtE6XBnv5itTVAfE_iqy2xQLX3BhsPCOwtVl1HZ50XczvswtkVCVVHPUQssQOCdKJdNAValC2UayuMA&placement=listing_profile&cs_user=unknown&cs_session=47852aee2b8affef40d2aa31c6ec1028d5bb27aa"
8006,8006,594 Middle Country Rd,Fast Food Restaurant,Saint James,US,40.8596,-73.1611,KFC,11780,NY,http://www.kfc.com
8007,8007,533 Medford Ave,Fast Food Restaurant,Patchogue,US,40.7874,-73.0084,KFC,11772,NY,http://www.kfc.com
8015,8015,377 Amherst St,Fast Food Restaurant,Nashua,US,42.7845,-71.50755,Chick-fil-A,3063,NH,"http://www.chick-fil-a.com/somersetplaza,http://www.chick-fil-a.com"
8018,8018,9418 Mission Gorge Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Santee,US,32.83902997,-116.9931149,Chick-fil-A,92071,CA,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/santee"
8028,8028,1501 Edwin Miller Blvd,Fast Food Restaurant,Martinsburg,US,39.488434000000005,-77.95744307,KFC,25404,WV,"http://kfc.com,http://www.kfc.com"
8044,8044,29 E Broad St,Fast Food Restaurant,Bridgeton,US,39.4271,-75.2335,KFC,8302,NJ,http://www.kfc.com
8066,8066,11428 Panama City Beach Pkwy,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Panama City Beach,US,30.205090000000002,-85.826914,Chick-fil-A,32407,FL,"http://www.chick-fil-a.com/panamacitybeach,http://chick-fil-a.com/panamacitybeach"
8073,8073,16800 US Highway 441,Fried Chicken Joint and Fast Food Restaurant,Mount Dora,US,28.8212,-81.6773,KFC,32757,FL,"http://kfc.com,http://www.kfc.com"
8078,8078,723 W Arrow Hwy,Fast Food Restaurant,San Dimas,US,34.1063,-117.81966000000001,KFC,91773,CA,"http://www.awrestaurants.com/,http://kfc.com,http://www.kfc.com"
8094,8094,2253 S Buckner Blvd,Fast Food Restaurants,Dallas,US,32.752001,-96.683417,Golden Chick,75227,TX,"http://locations.goldenchick.com/tx/dallas/1218,http://goldenchick.com"
8133,8133,6362 3 Mile Rd,Fast Food Restaurants,Bay City,US,43.557438,-83.951823,KFC,48706,MI,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJdtBPmjhoOaHYC_3lkGCrV-RF05jNX3iYjt3Go2-n1N-NFRezbOM4bmR2nGcg3KtZetaFiPRp5YL2o57KoXflvsRp7FR7PAjvdexNGWwN-RpfXrG6tDUymnRyljf49C97l9U3S-wKx8ax6LhdAc4tZVQomEMkuioNSsOd3loWkXRJ9Brk_T9nxfGQfUm2ha0SZ9YepDOrYE4qQA4chYqP3lzDgTWz28Y1vqtDV4U-2d7FmHpKrTXz43bZdCmbZVOplG4tkqu4GRJv0L3rbh0ynm-Tf1DcG2c0a6v4bUWdV2ptoMHi333OvjGx4HzMRSgkFO6VUW4XNBqq1pSOHhnfvPwBjX-C1gSv&placement=listing_profile&cs_user=unknown&cs_session=a247381dd9039a490319fde2bc904b3581ddb859,http://www.kfc.com"
8162,8162,198 S Mulberry St,Fast Food Restaurant,Logan,US,39.5381,-82.40673000000001,KFC,43138,OH,http://www.kfc.com
8177,8177,5625 Lawrenceville Hwy,Fast Food Restaurant,Lilburn,US,33.88069,-84.165712,Bojangles,30047,GA,"http://www.bojangles.com,http://bojangles.com"
8178,8178,9101 Kingston Pike,Fast Food Restaurants,Knoxville,US,35.912587,-84.08466700000001,Bojangles,37923,TN,"http://www.bojangles.com,http://bojangles.com,https://locations.bojangles.com/tn/knoxville/9101-kingston-pike.html"
8179,8179,2 Kaylans Way,"Restaurant, Fast Food Restaurant, and Fried Chicken Joint",Piedmont,US,34.776345,-82.46645799999999,Bojangles,29673,SC,"http://www.bojangles.com,http://locations.bojangles.com/sc/piedmont/2-kaylans-way.html,http://bojangles.com"
